,Time,EER
0,2019-12-07 07:00:00,4.4391089769241034
1,2019-12-07 07:00:06,4.285714285714286
2,2019-12-07 07:00:12,4.485049833887044
3,2019-12-07 07:00:18,4.485049833887044
4,2019-12-07 07:00:24,4.481792717086835
5,2019-12-07 07:00:30,4.307071665875652
6,2019-12-07 07:00:36,4.285714285714286
7,2019-12-07 07:00:42,4.851485148514851
8,2019-12-07 07:00:48,4.481792717086835
9,2019-12-07 07:00:54,4.285714285714286
10,2019-12-07 07:01:00,4.874587458745874
11,2019-12-07 07:01:06,4.285714285714286
12,2019-12-07 07:01:12,5.10948905109489
13,2019-12-07 07:01:18,4.851485148514851
14,2019-12-07 07:01:24,4.481792717086835
15,2019-12-07 07:01:30,4.485049833887044
16,2019-12-07 07:01:36,4.481792717086835
17,2019-12-07 07:01:42,4.503150097248201
18,2019-12-07 07:01:48,5.0608272506082725
19,2019-12-07 07:01:54,4.485049833887044
20,2019-12-07 07:02:00,4.874587458745874
21,2019-12-07 07:02:06,4.285714285714286
22,2019-12-07 07:02:12,4.851485148514851
23,2019-12-07 07:02:18,4.485049833887044
24,2019-12-07 07:02:24,5.10948905109489
25,2019-12-07 07:02:30,4.481792717086835
26,2019-12-07 07:02:36,4.285714285714286
27,2019-12-07 07:02:42,4.485049833887044
28,2019-12-07 07:02:48,5.10948905109489
29,2019-12-07 07:02:54,4.851485148514851
30,2019-12-07 07:03:00,4.285714285714286
31,2019-12-07 07:03:06,5.10948905109489
32,2019-12-07 07:03:12,4.485049833887044
33,2019-12-07 07:03:18,5.10948905109489
34,2019-12-07 07:03:24,4.851485148514851
35,2019-12-07 07:03:30,4.851485148514851
36,2019-12-07 07:03:36,4.851485148514851
37,2019-12-07 07:03:42,5.10948905109489
38,2019-12-07 07:03:48,4.485049833887044
39,2019-12-07 07:03:54,4.481792717086835
40,2019-12-07 07:04:00,4.851485148514851
41,2019-12-07 07:04:06,4.485049833887044
42,2019-12-07 07:04:12,4.285714285714286
43,2019-12-07 07:04:18,4.285714285714286
44,2019-12-07 07:04:24,4.285714285714286
45,2019-12-07 07:04:30,4.308816595945308
46,2019-12-07 07:04:36,4.851485148514851
47,2019-12-07 07:04:42,4.26530612244898
48,2019-12-07 07:04:48,4.8283828382838285
49,2019-12-07 07:04:54,5.10948905109489
50,2019-12-07 07:05:00,4.871893311780157
51,2019-12-07 07:05:06,5.10948905109489
52,2019-12-07 07:05:12,5.10948905109489
53,2019-12-07 07:05:18,4.851485148514851
54,2019-12-07 07:05:24,4.851485148514851
55,2019-12-07 07:05:30,5.10948905109489
56,2019-12-07 07:05:36,4.26530612244898
57,2019-12-07 07:05:42,5.10948905109489
58,2019-12-07 07:05:48,4.485049833887044
59,2019-12-07 07:05:54,4.481792717086835
60,2019-12-07 07:06:00,4.851485148514851
61,2019-12-07 07:06:06,4.285714285714286
62,2019-12-07 07:06:12,4.851485148514851
63,2019-12-07 07:06:18,5.10948905109489
64,2019-12-07 07:06:24,4.851485148514851
65,2019-12-07 07:06:30,4.481792717086835
66,2019-12-07 07:06:36,4.4636924537256775
67,2019-12-07 07:06:42,4.285714285714286
68,2019-12-07 07:06:48,4.485049833887044
69,2019-12-07 07:06:54,4.851485148514851
70,2019-12-07 07:07:00,5.132591361325913
71,2019-12-07 07:07:06,4.851485148514851
72,2019-12-07 07:07:12,5.10948905109489
73,2019-12-07 07:07:18,4.504895027317858
74,2019-12-07 07:07:24,4.481792717086835
75,2019-12-07 07:07:30,4.485049833887044
76,2019-12-07 07:07:36,5.10948905109489
77,2019-12-07 07:07:42,4.285714285714286
78,2019-12-07 07:07:48,4.481792717086835
79,2019-12-07 07:07:54,4.485049833887044
80,2019-12-07 07:08:00,4.851485148514851
81,2019-12-07 07:08:06,4.851485148514851
82,2019-12-07 07:08:12,4.485049833887044
83,2019-12-07 07:08:18,4.485049833887044
84,2019-12-07 07:08:24,4.481792717086835
85,2019-12-07 07:08:30,4.4636924537256775
86,2019-12-07 07:08:36,4.481792717086835
87,2019-12-07 07:08:42,5.158150851581508
88,2019-12-07 07:08:48,4.851485148514851
89,2019-12-07 07:08:54,4.851485148514851
90,2019-12-07 07:09:00,4.851485148514851
91,2019-12-07 07:09:06,4.481792717086835
92,2019-12-07 07:09:12,4.485049833887044
93,2019-12-07 07:09:18,4.851485148514851
94,2019-12-07 07:09:24,4.485049833887044
95,2019-12-07 07:09:30,4.851485148514851
96,2019-12-07 07:09:36,5.085158150851581
97,2019-12-07 07:09:42,4.481792717086835
98,2019-12-07 07:09:48,4.481792717086835
99,2019-12-07 07:09:54,4.308816595945308
100,2019-12-07 07:10:00,5.085158150851581
101,2019-12-07 07:10:06,4.420977693402944
102,2019-12-07 07:10:12,5.036496350364963
103,2019-12-07 07:10:18,4.485049833887044
104,2019-12-07 07:10:24,4.481792717086835
105,2019-12-07 07:10:30,4.285714285714286
106,2019-12-07 07:10:36,4.285714285714286
107,2019-12-07 07:10:42,4.851485148514851
108,2019-12-07 07:10:48,4.285714285714286
109,2019-12-07 07:10:54,5.10948905109489
110,2019-12-07 07:11:00,4.485049833887044
111,2019-12-07 07:11:06,4.285714285714286
112,2019-12-07 07:11:12,4.8283828382838285
113,2019-12-07 07:11:18,4.481792717086835
114,2019-12-07 07:11:24,4.328398025877017
115,2019-12-07 07:11:30,5.10948905109489
116,2019-12-07 07:11:36,4.851485148514851
117,2019-12-07 07:11:42,5.10948905109489
118,2019-12-07 07:11:48,4.285714285714286
119,2019-12-07 07:11:54,5.085158150851581
120,2019-12-07 07:12:00,4.509380734130353
121,2019-12-07 07:12:06,4.485049833887044
122,2019-12-07 07:12:12,5.10948905109489
123,2019-12-07 07:12:18,4.285714285714286
124,2019-12-07 07:12:24,4.485049833887044
125,2019-12-07 07:12:30,4.26530612244898
126,2019-12-07 07:12:36,4.485049833887044
127,2019-12-07 07:12:42,4.851485148514851
128,2019-12-07 07:12:48,4.851485148514851
129,2019-12-07 07:12:54,4.285714285714286
130,2019-12-07 07:13:00,4.485049833887044
131,2019-12-07 07:13:06,4.26530612244898
132,2019-12-07 07:13:12,4.485049833887044
133,2019-12-07 07:13:18,4.285714285714286
134,2019-12-07 07:13:24,4.485049833887044
135,2019-12-07 07:13:30,4.485049833887044
136,2019-12-07 07:13:36,4.485049833887044
137,2019-12-07 07:13:42,4.307071665875652
138,2019-12-07 07:13:48,4.285714285714286
139,2019-12-07 07:13:54,5.10948905109489
140,2019-12-07 07:14:00,4.485049833887044
141,2019-12-07 07:14:06,4.851485148514851
142,2019-12-07 07:14:12,4.285714285714286
143,2019-12-07 07:14:18,4.285714285714286
144,2019-12-07 07:14:24,4.481792717086835
145,2019-12-07 07:14:30,4.509380734130353
146,2019-12-07 07:14:36,4.8283828382838285
147,2019-12-07 07:14:42,4.481792717086835
148,2019-12-07 07:14:48,4.851485148514851
149,2019-12-07 07:14:54,5.10948905109489
150,2019-12-07 07:15:00,4.485049833887044
151,2019-12-07 07:15:06,4.5031345871682005
152,2019-12-07 07:15:12,4.481792717086835
153,2019-12-07 07:15:18,4.481792717086835
154,2019-12-07 07:15:24,4.851485148514851
155,2019-12-07 07:15:30,4.481792717086835
156,2019-12-07 07:15:36,4.50545799715235
157,2019-12-07 07:15:42,4.285714285714286
158,2019-12-07 07:15:48,5.10948905109489
159,2019-12-07 07:15:54,4.8283828382838285
160,2019-12-07 07:16:00,4.26530612244898
161,2019-12-07 07:16:06,4.285714285714286
162,2019-12-07 07:16:12,4.485049833887044
163,2019-12-07 07:16:18,4.481792717086835
164,2019-12-07 07:16:24,4.481792717086835
165,2019-12-07 07:16:30,5.10948905109489
166,2019-12-07 07:16:36,4.285714285714286
167,2019-12-07 07:16:42,4.8758160487581605
168,2019-12-07 07:16:48,4.485049833887044
169,2019-12-07 07:16:54,4.460450847005469
170,2019-12-07 07:17:00,4.481792717086835
171,2019-12-07 07:17:06,5.10948905109489
172,2019-12-07 07:17:12,4.4636924537256775
173,2019-12-07 07:17:18,4.285714285714286
174,2019-12-07 07:17:24,5.10948905109489
175,2019-12-07 07:17:30,4.485049833887044
176,2019-12-07 07:17:36,4.485049833887044
177,2019-12-07 07:17:42,4.851485148514851
178,2019-12-07 07:17:48,4.851485148514851
179,2019-12-07 07:17:54,4.285714285714286
180,2019-12-07 07:18:00,4.481792717086835
181,2019-12-07 07:18:06,4.285714285714286
182,2019-12-07 07:18:12,4.285714285714286
183,2019-12-07 07:18:18,4.307056155795651
184,2019-12-07 07:18:24,4.851485148514851
185,2019-12-07 07:18:30,5.10948905109489
186,2019-12-07 07:18:36,4.26530612244898
187,2019-12-07 07:18:42,4.485049833887044
188,2019-12-07 07:18:48,4.851485148514851
189,2019-12-07 07:18:54,5.085158150851581
190,2019-12-07 07:19:00,4.485049833887044
191,2019-12-07 07:19:06,4.26530612244898
192,2019-12-07 07:19:12,4.872827018596217
193,2019-12-07 07:19:18,4.460450847005469
194,2019-12-07 07:19:24,4.481792717086835
195,2019-12-07 07:19:30,4.851485148514851
196,2019-12-07 07:19:36,4.285714285714286
197,2019-12-07 07:19:42,5.10948905109489
198,2019-12-07 07:19:48,4.851485148514851
199,2019-12-07 07:19:54,4.26530612244898
200,2019-12-07 07:20:00,4.485049833887044
201,2019-12-07 07:20:06,4.481792717086835
202,2019-12-07 07:20:12,4.285714285714286
203,2019-12-07 07:20:18,5.10948905109489
204,2019-12-07 07:20:24,4.481792717086835
205,2019-12-07 07:20:30,4.285714285714286
206,2019-12-07 07:20:36,4.851485148514851
207,2019-12-07 07:20:42,4.481792717086835
208,2019-12-07 07:20:48,4.485049833887044
209,2019-12-07 07:20:54,4.485049833887044
210,2019-12-07 07:21:00,4.285714285714286
211,2019-12-07 07:21:06,5.10948905109489
212,2019-12-07 07:21:12,5.10948905109489
213,2019-12-07 07:21:18,4.508152144118067
214,2019-12-07 07:21:24,4.285714285714286
215,2019-12-07 07:21:30,4.285714285714286
216,2019-12-07 07:21:36,4.851485148514851
217,2019-12-07 07:21:42,4.485049833887044
218,2019-12-07 07:21:48,4.26530612244898
219,2019-12-07 07:21:54,4.481792717086835
220,2019-12-07 07:22:00,4.485049833887044
221,2019-12-07 07:22:06,5.10948905109489
222,2019-12-07 07:22:12,4.851485148514851
223,2019-12-07 07:22:18,4.485049833887044
224,2019-12-07 07:22:24,4.481792717086835
225,2019-12-07 07:22:30,4.26530612244898
226,2019-12-07 07:22:36,4.485049833887044
227,2019-12-07 07:22:42,4.485049833887044
228,2019-12-07 07:22:48,4.50639170396841
229,2019-12-07 07:22:54,4.44233507356431
230,2019-12-07 07:23:00,4.872827018596217
231,2019-12-07 07:23:06,4.481792717086835
232,2019-12-07 07:23:12,4.310045185957595
233,2019-12-07 07:23:18,4.872842528676218
234,2019-12-07 07:23:24,4.851485148514851
235,2019-12-07 07:23:30,4.285714285714286
236,2019-12-07 07:23:36,4.851485148514851
237,2019-12-07 07:23:42,5.0608272506082725
238,2019-12-07 07:23:48,4.285714285714286
239,2019-12-07 07:23:54,4.485049833887044
240,2019-12-07 07:24:00,4.485049833887044
241,2019-12-07 07:24:06,4.485049833887044
242,2019-12-07 07:24:12,4.460450847005469
243,2019-12-07 07:24:18,4.485049833887044
244,2019-12-07 07:24:24,4.485049833887044
245,2019-12-07 07:24:30,4.481792717086835
246,2019-12-07 07:24:36,4.285714285714286
247,2019-12-07 07:24:42,4.481792717086835
248,2019-12-07 07:24:48,4.481792717086835
249,2019-12-07 07:24:54,4.285714285714286
250,2019-12-07 07:25:00,5.10948905109489
251,2019-12-07 07:25:06,4.485049833887044
252,2019-12-07 07:25:12,4.285714285714286
253,2019-12-07 07:25:18,4.851485148514851
254,2019-12-07 07:25:24,4.851485148514851
255,2019-12-07 07:25:30,4.851485148514851
256,2019-12-07 07:25:36,4.285714285714286
257,2019-12-07 07:25:42,4.485049833887044
